story,character, appearing lines
9a1b5826-15d8-4eb9-8d31-3db578930c2f,Tom,"[1, 2, 5]"
2bc9b5e4-7119-48a7-a6f8-c9d09efac17f,Friend,"[4]"
2bc9b5e4-7119-48a7-a6f8-c9d09efac17f,Man,"[1, 3, 4, 5]"
4061ff84-0d26-43b0-99ac-96a181527897,Bat,"[1, 2, 3, 5]"
4061ff84-0d26-43b0-99ac-96a181527897,Tyler,"[1, 2, 3, 4]"
a6161b7e-a03f-4186-8030-20468d538a94,I (myself),"[1, 2, 3, 4, 5]"
21ac189d-4769-4fe7-909c-c95a93963fac,Alice,"[1, 2, 3, 4, 5]"
21ac189d-4769-4fe7-909c-c95a93963fac,Family,"[3]"
8f2fa70b-f7c8-4476-8884-f0e11e3cecac,Man,"[1, 2, 3, 4, 5]"
488a8413-8e6b-485c-bb33-20d01eacaaa3,Jerry,"[1, 2, 3, 4, 5]"
23c4c5a8-6a25-42c3-8450-70c3f43b7e1e,Son,"[4]"
54ec41e1-301f-4d5e-89a2-a295cc18a325,Terry,"[1, 2, 3, 4, 5]"
70d2f656-df25-40cd-bb92-a3d69cfa8829,I (myself),"[1]"
70d2f656-df25-40cd-bb92-a3d69cfa8829,Club,"[1]"
98356f40-15cd-4a69-ae96-ee23aea5fb69,Someone,"[2]"
98356f40-15cd-4a69-ae96-ee23aea5fb69,Tom,"[1, 3, 4, 5]"
018816db-60ad-428a-88ea-84399f9dc96b,I (myself),"[1, 4]"
f1048de6-3114-485b-a95a-76cd039b38ca,Ron,"[1, 2, 3, 5]"
ce61326b-124a-43ea-ab30-daf11aabebab,Friends,"[2]"
ce61326b-124a-43ea-ab30-daf11aabebab,Molly,"[1, 2, 3, 4, 5]"
2fe764fb-64ac-439d-b32a-5c434c1c3ce9,Snake,"[1, 2, 3, 5]"
2fe764fb-64ac-439d-b32a-5c434c1c3ce9,Emily,"[1, 3, 4]"
66ffea25-1acf-45d0-b189-fce81bada680,Marilyn,"[1, 2, 3, 4, 5]"
3dda4269-bd29-426e-8a0e-5fa8701e06f9,Rex,"[1, 2, 3, 4, 5]"
3dda4269-bd29-426e-8a0e-5fa8701e06f9,A friend,"[2, 5]"
4f00d071-688b-4804-ade5-27527260fa03,Julie,"[1, 2, 3, 4, 5]"
4f00d071-688b-4804-ade5-27527260fa03,Ricardo,"[1, 2, 3, 4, 5]"
ab5f77de-66db-421b-9b31-4267f45be326,Tim,"[1, 2, 3, 4, 5]"
ab5f77de-66db-421b-9b31-4267f45be326,Jay,"[2, 3, 4, 5]"
83419922-be06-46c7-81b6-d3a9d8b8008e,Bill,"[1, 3, 4]"
28b5aec2-9848-4b52-9a86-37dd2fdc0071,Parents,"[4]"
28b5aec2-9848-4b52-9a86-37dd2fdc0071,Donna,"[1, 2, 3, 4, 5]"
28b5aec2-9848-4b52-9a86-37dd2fdc0071,Children,"[2, 4]"
2b95b25f-e9ee-41a1-a479-9c27ff0b22bc,Grandfather,"[1, 2]"
2b95b25f-e9ee-41a1-a479-9c27ff0b22bc,Tom,"[1, 2, 4]"
998e853b-f045-4378-a826-a47f6c21c844,Stella,"[1, 2, 3, 4, 5]"
998e853b-f045-4378-a826-a47f6c21c844,Rolling stones,"[1, 2, 3]"
c86ac3af-72f4-4c95-97e1-4b4441e8ab99,Neil,"[1, 2, 4, 5]"
f5674dbd-c39d-4b36-8e98-9c2145ade4a1,Joaquin,"[1, 2, 3, 4, 5]"
f5674dbd-c39d-4b36-8e98-9c2145ade4a1,Farm animals,"[1, 5]"
f5674dbd-c39d-4b36-8e98-9c2145ade4a1,Goat,"[4]"
38f31d71-2a47-426b-9f10-0261a5204da3,Bill,"[1, 2, 3, 4, 5]"
38f31d71-2a47-426b-9f10-0261a5204da3,Family,"[1, 4, 5]"
8d7d07c0-5b99-40e6-b992-151bc26855c3,Girl,"[2]"
8d7d07c0-5b99-40e6-b992-151bc26855c3,Tom,"[1, 2, 3, 4, 5]"
781eadb3-53ca-41e6-8882-b4cce93d8c7c,Tanya,"[1, 2, 4, 5]"
781eadb3-53ca-41e6-8882-b4cce93d8c7c,Teacher,"[2, 3]"
04432f4d-379f-43d2-b544-07483d3ae328,Girl group,"[1]"
04432f4d-379f-43d2-b544-07483d3ae328,Wendy,"[1, 3, 4, 5]"
137ea8a4-e08d-43ef-b15f-2b650336bdb8,I (myself),"[1, 3, 4, 5]"
137ea8a4-e08d-43ef-b15f-2b650336bdb8,Vet,"[1, 3]"
137ea8a4-e08d-43ef-b15f-2b650336bdb8,Dog,"[1, 2, 3, 4, 5]"
07885a9d-27e8-47fd-8567-bbd0387b79d7,Jane,"[1, 2, 3, 4, 5]"
07885a9d-27e8-47fd-8567-bbd0387b79d7,Friend,"[1, 4, 5]"
50c5935e-a067-465e-a780-99132b2bcf79,Ben,"[1, 2, 3, 4, 5]"
f0edf538-f034-46b6-8078-00d78d78ce4f,Pete,"[1, 2, 3, 4, 5]"
f0edf538-f034-46b6-8078-00d78d78ce4f,Boss,"[3, 4]"
f0edf538-f034-46b6-8078-00d78d78ce4f,People,"[2]"
e7b241e6-b65c-4774-a475-399ec9868db9,Jane,"[1, 2, 3, 4, 5]"
e7b241e6-b65c-4774-a475-399ec9868db9,Clerk,"[3, 4]"
6b0cc444-ff3c-4e86-ad55-07b9f9d8cc07,Queen desiree,"[1, 2, 3, 4, 5]"
6b0cc444-ff3c-4e86-ad55-07b9f9d8cc07,Her people,"[2]"
6b0cc444-ff3c-4e86-ad55-07b9f9d8cc07,Her husband,"[3]"
898615a9-2dcd-415e-a65a-4dc60bddabe1,Her daughter,"[3, 5]"
898615a9-2dcd-415e-a65a-4dc60bddabe1,Debbie,"[1, 3, 5]"
e2d7d81c-c8d1-4532-99b5-1b636294190f,John,"[1, 2, 3, 4, 5]"
6095d61b-0964-4979-b35e-c39dba686a32,Erin,"[1, 2, 3, 4, 5]"
6095d61b-0964-4979-b35e-c39dba686a32,Phil,"[1, 2, 3, 4]"
65b659bb-e7db-49a6-b180-911fb843137b,I (myself),"[3, 4, 5]"
65b659bb-e7db-49a6-b180-911fb843137b,Vet,"[5]"
65b659bb-e7db-49a6-b180-911fb843137b,Cat,"[1, 2, 4]"
026662ea-8d66-4920-9af4-e62b6f6e9335,Ed,"[1, 2, 3, 4, 5]"
36b77451-31f4-4bf7-9731-e35c0408d476,Friends,"[3]"
36b77451-31f4-4bf7-9731-e35c0408d476,Family,"[3]"
36b77451-31f4-4bf7-9731-e35c0408d476,Kim,"[1, 2, 3, 4]"
969141ff-0c36-4631-b1a0-4a98a14aba9e,Her friend,"[4, 5]"
969141ff-0c36-4631-b1a0-4a98a14aba9e,Allie,"[1, 2, 4, 5]"
928caeda-e2ed-44f2-8c0d-063560394e76,Jane,"[1, 3, 5]"
928caeda-e2ed-44f2-8c0d-063560394e76,Her roommates,"[2]"
928caeda-e2ed-44f2-8c0d-063560394e76,Jim,"[1, 2, 3, 4, 5]"
928caeda-e2ed-44f2-8c0d-063560394e76,Police,"[5]"
28a6642c-4ddf-4671-b9a5-18fc7d9bb6f6,His dad,"[1]"
28a6642c-4ddf-4671-b9a5-18fc7d9bb6f6,A beautiful girl,"[3, 4, 5]"
28a6642c-4ddf-4671-b9a5-18fc7d9bb6f6,Ron,"[1, 2, 3, 4, 5]"
2397f972-0533-49ba-9c31-f08aa30d2a5e,Dad,"[1, 5]"
2397f972-0533-49ba-9c31-f08aa30d2a5e,The fish,"[3, 4, 5]"
2397f972-0533-49ba-9c31-f08aa30d2a5e,Sam,"[1, 2, 3, 4, 5]"
754b207c-cc61-4cf6-8048-a8831fc997b3,Kelly,"[1, 2, 3, 5]"
754b207c-cc61-4cf6-8048-a8831fc997b3,Random girl,"[2, 3, 4]"
754b207c-cc61-4cf6-8048-a8831fc997b3,Friends,"[4]"
4eb33e68-510a-4e5e-b60a-fb349a29f3f8,Jim,"[1, 2, 3, 4, 5]"
f8dbef50-c29a-4181-84a4-3d9881f68ac3,I (myself),"[1, 2, 3, 4, 5]"
f8dbef50-c29a-4181-84a4-3d9881f68ac3,Front desk worker,"[3]"
f8dbef50-c29a-4181-84a4-3d9881f68ac3,The lady,"[4, 5]"
f8dbef50-c29a-4181-84a4-3d9881f68ac3,Financial aid office,"[3]"
f8dbef50-c29a-4181-84a4-3d9881f68ac3,Admissions office,"[2]"
eb56a22e-a05c-4089-9150-7948765e487d,Boys,"[1]"
eb56a22e-a05c-4089-9150-7948765e487d,Teacher,"[2]"
eb56a22e-a05c-4089-9150-7948765e487d,Principal,"[2, 3]"
a57671b9-77c4-48a7-9f84-c1c0631b6745,Kenny,"[1, 2, 3, 4, 5]"
2b19b0d9-87e7-4cb3-9143-3bfb361cc56c,Kay,"[2, 3, 5]"
2b19b0d9-87e7-4cb3-9143-3bfb361cc56c,Francis,"[1, 2]"
5a274d1c-1d1b-4112-85f9-9d5f209887e6,Bill,"[1, 2, 3, 4, 5]"
0edccbda-9c68-47b8-aa02-a0d725f0a910,Orchard,"[2, 3, 4]"
0edccbda-9c68-47b8-aa02-a0d725f0a910,Hospital,"[5]"
0edccbda-9c68-47b8-aa02-a0d725f0a910,Elle's boyfriend,"[1, 2, 5]"
0edccbda-9c68-47b8-aa02-a0d725f0a910,Elle,"[1, 2, 3, 4, 5]"
63d25c6f-17b3-446b-a272-d8bc0f1094b6,Sam,"[1, 2, 3, 4, 5]"
382066c5-c48b-4258-9ebf-2674eef17129,Lisa,"[1, 4]"
382066c5-c48b-4258-9ebf-2674eef17129,They them,"[2, 3]"
382066c5-c48b-4258-9ebf-2674eef17129,Tim,"[1]"
374e4e6a-cc04-4ce8-a0c3-ba1d8ae20f11,Tucker,"[1, 2, 3, 5]"
374e4e6a-cc04-4ce8-a0c3-ba1d8ae20f11,Parents,"[2]"
374e4e6a-cc04-4ce8-a0c3-ba1d8ae20f11,Roommate,"[4, 5]"
b142bb0d-6c1b-4159-9d65-290197034daf,Everybody,"[5]"
b142bb0d-6c1b-4159-9d65-290197034daf,Clyde,"[1, 2, 3, 4, 5]"
3ec0e426-77ee-4c9d-8f27-1145409d4348,I (myself),"[1, 2, 3, 4, 5]"
fed0eeba-1750-4bc5-b215-73bd05465fa8,Mel,"[1, 2, 3, 4, 5]"
471ae7ae-554b-4a36-8164-8150bd2e6682,Friends,"[5]"
471ae7ae-554b-4a36-8164-8150bd2e6682,Man,"[1, 2, 3, 4, 5]"
8d63843e-0910-479a-81d6-fa01fe4c43d9,Tom,"[1]"
9c4e8a84-94ae-4dcb-bb66-cb4068d249f8,Girls,"[2, 3, 4, 5]"
9c4e8a84-94ae-4dcb-bb66-cb4068d249f8,Neighbor,"[2]"
9c4e8a84-94ae-4dcb-bb66-cb4068d249f8,Annie,"[1, 2, 3, 4, 5]"
4c079352-7a9d-42ed-bcd7-c008ede187b9,Johann,"[1, 2, 3, 4, 5]"
4c079352-7a9d-42ed-bcd7-c008ede187b9,Friends,"[2]"
4c079352-7a9d-42ed-bcd7-c008ede187b9,His friend,"[2]"
0981a1ee-2df6-4fbc-9232-56d5731c38ec,Roland,"[1, 2, 3, 4, 5]"
9457e39c-4631-4a9e-9e07-bbc0a1222217,Tim,"[1, 2, 3, 4, 5]"
9457e39c-4631-4a9e-9e07-bbc0a1222217,Tim friends,"[2]"
7209fe28-374e-46ad-aea6-793231c64410,Boys,"[2, 5]"
7209fe28-374e-46ad-aea6-793231c64410,Friends,"[1, 2, 5]"
7209fe28-374e-46ad-aea6-793231c64410,Friends from brazil,"[1, 5]"
7209fe28-374e-46ad-aea6-793231c64410,Neighbor,"[3, 4, 5]"
d8227da6-d36a-4961-b715-094b41c41377,I (myself),"[1, 3, 4, 5]"
d8227da6-d36a-4961-b715-094b41c41377,Host brother,"[2, 3, 4, 5]"
d8227da6-d36a-4961-b715-094b41c41377,Older kids,"[3]"
bc81b1d9-f750-420f-967d-9e146f6a449b,I (myself),"[1, 4, 5]"
bc81b1d9-f750-420f-967d-9e146f6a449b,My niece,"[1, 2, 3, 4]"
df16849e-bd5b-4286-ac79-4f06fbd0de5b,Grandmother,"[1, 2, 3]"
2c65d135-60de-453c-aee3-3a1707ec5464,Sonya,"[1, 2, 4]"
f574cd8d-3a78-4c9f-ad78-d4df58c7504c,I (myself),"[1, 2, 3, 4, 5]"
55579908-eedf-4794-92c2-30303f0fa650,Carolann,"[1, 2, 5]"
55579908-eedf-4794-92c2-30303f0fa650,The kids,"[4]"
55579908-eedf-4794-92c2-30303f0fa650,Her friend,"[1, 2, 3, 5]"
55579908-eedf-4794-92c2-30303f0fa650,Carolann's daughter,"[3, 4]"
98d64e99-5866-48ec-91d6-e2a2e431bc58,Tom,"[1, 2, 3, 4, 5]"
4a00ab88-f209-40e1-b0c7-e273191aca50,Joey,"[1, 2, 4, 5]"
13475d5e-3b0d-44b6-9ade-e41f3e7a6b18,Jane,"[1, 3, 5]"
13475d5e-3b0d-44b6-9ade-e41f3e7a6b18,The class,"[4]"
c6010300-341c-4361-8b54-ed9ecbd82e34,Charles,"[1, 2, 3, 4, 5]"
c6010300-341c-4361-8b54-ed9ecbd82e34,Friends,"[1, 5]"
c6010300-341c-4361-8b54-ed9ecbd82e34,New person,"[2, 3]"
405c4616-de05-4f06-a457-fb0ad0b216eb,I (myself),"[1, 2, 3, 5]"
405c4616-de05-4f06-a457-fb0ad0b216eb,Specialty company,"[2]"
ebf46645-89c2-4083-b6e8-0019487e5a07,Grandfather,"[2, 3, 4, 5]"
ebf46645-89c2-4083-b6e8-0019487e5a07,Terry,"[1, 2, 4, 5]"
f5b182e8-7c2e-4c21-9c7a-aff8abd8dedc,Parents,"[5]"
f5b182e8-7c2e-4c21-9c7a-aff8abd8dedc,Sophia,"[1, 2, 3, 4, 5]"
8dbc3a78-9919-49ef-b421-bcb10edf1013,Everyone,"[3, 5]"
41bcecce-6a20-4b87-a573-12893daffe8e,Petra,"[1, 2, 3, 4, 5]"
41bcecce-6a20-4b87-a573-12893daffe8e,People,"[4]"
3283545a-8bc3-47fd-bbd9-f43007c10e53,Kyle,"[1, 2, 3, 4, 5]"
3283545a-8bc3-47fd-bbd9-f43007c10e53,Mira,"[1, 2, 3, 4]"
3f2d3fd0-2dbf-4259-8698-ad2f09397daf,Justin,"[1, 2, 3, 4, 5]"
a11b2772-74fc-4ae1-98fe-61eab6f90ba0,Allen,"[1, 2, 5]"
a11b2772-74fc-4ae1-98fe-61eab6f90ba0,Lulu,"[2, 3, 4, 5]"
2b0d4017-5a6e-4c86-8fba-fb16bb55106a,Maria's boyfriend,"[2, 4, 5]"
2b0d4017-5a6e-4c86-8fba-fb16bb55106a,Maria,"[1, 2, 3, 4, 5]"
016705da-5d3f-442f-9f20-2aaaca4d6b5c,I (myself),"[1, 2]"
016705da-5d3f-442f-9f20-2aaaca4d6b5c,My brother,"[3, 4, 5]"
aa4c605e-c3f3-4b37-9042-987f5c629f07,Lucy,"[1, 3, 4, 5]"
636c1d9e-b33f-4a86-8ff3-a31604ecf335,Bakery,"[4]"
636c1d9e-b33f-4a86-8ff3-a31604ecf335,Cookie,"[1, 2, 3, 5]"
c3ea52a5-89a6-4c83-b4ad-d124c8b1692b,I (myself),"[1, 2, 4]"
291b5158-fbd6-41a4-a3af-4f0e2d5ad6af,Zachary,"[1, 2, 3, 4, 5]"
291b5158-fbd6-41a4-a3af-4f0e2d5ad6af,His children,"[1, 3, 4]"
3317e7f5-6e10-43c0-bd81-7c0c82972706,Amy,"[1, 2, 3, 4, 5]"
3317e7f5-6e10-43c0-bd81-7c0c82972706,Amy's mom,"[1, 2, 4, 5]"
3317e7f5-6e10-43c0-bd81-7c0c82972706,Jv volleyball team,"[1]"
dc3762ef-ac51-4b94-993d-5111b6487455,The proprietor,"[4]"
dc3762ef-ac51-4b94-993d-5111b6487455,Teenage girls,"[1, 2, 3, 5]"
b4293a5b-8d84-42eb-b74d-692e02d54c6b,Joe,"[1, 2, 3, 4, 5]"
ae212d63-d9d7-4121-a0b4-532fe003cac2,Another student,"[2]"
ae212d63-d9d7-4121-a0b4-532fe003cac2,Lucy,"[1, 2, 3, 4, 5]"
9e8de72f-0133-46de-bced-68ff67479083,I (myself),"[1]"
9e8de72f-0133-46de-bced-68ff67479083,My wife,"[1]"
c79e2fdd-8c4d-4512-8c57-29047f552efb,Trainer,"[2, 4]"
c79e2fdd-8c4d-4512-8c57-29047f552efb,Carol,"[1, 2, 3, 4, 5]"
c79e2fdd-8c4d-4512-8c57-29047f552efb,New girl,"[2, 3, 4, 5]"
fa9cb450-185a-4a7e-abf4-f78bd10dc80a,The detective,"[1, 2, 3, 4, 5]"
fa9cb450-185a-4a7e-abf4-f78bd10dc80a,Suspect,"[1, 3, 4, 5]"
224e03b7-9a39-469c-a32e-e1e62307b113,The family,"[1, 2, 3, 5]"
bd1c66f4-a46e-425d-8bb9-921911286fc1,I (myself),"[1, 2, 3, 4, 5]"
bd1c66f4-a46e-425d-8bb9-921911286fc1,A friend,"[1, 2, 3, 4, 5]"
bd1c66f4-a46e-425d-8bb9-921911286fc1,Cat,"[2, 3]"
e3df4945-34c7-418d-8df7-f18a8f24434f,Lillian,"[1, 2, 3, 4, 5]"
493f2ff9-2448-4aa4-a6a3-adc8b5c142e7,I (myself),"[1, 2, 3, 4, 5]"
493f2ff9-2448-4aa4-a6a3-adc8b5c142e7,Old man,"[1, 2, 3, 5]"
924f3f6c-0c8e-4a67-818a-b3dc3e133d3c,John,"[1, 4, 5]"
924f3f6c-0c8e-4a67-818a-b3dc3e133d3c,2nd quarterback,"[3]"
924f3f6c-0c8e-4a67-818a-b3dc3e133d3c,Quarterback,"[2]"
924f3f6c-0c8e-4a67-818a-b3dc3e133d3c,3rd quarterback,"[4, 5]"
ce7096c1-fa8c-4e22-862a-b83b6e5d82a3,Mom,"[2]"
ce7096c1-fa8c-4e22-862a-b83b6e5d82a3,Miles,"[1, 2, 3, 4, 5]"
40a350f4-1069-46f5-927a-1c9a1847c3cf,Jane,"[1, 2, 4, 5]"
40a350f4-1069-46f5-927a-1c9a1847c3cf,Baby,"[3]"
40a350f4-1069-46f5-927a-1c9a1847c3cf,Doctor,"[3]"
56cf2fd7-abb9-4ad5-a9d4-505cba1206c4,Boppy,"[1, 2, 3, 5]"
56cf2fd7-abb9-4ad5-a9d4-505cba1206c4,Monkeys,"[4]"
56cf2fd7-abb9-4ad5-a9d4-505cba1206c4,Bobby,"[1, 2, 3, 4, 5]"
aaabbe3b-0726-499c-80fb-55bea2a52e27,Jane,"[1, 2, 3, 4, 5]"
1636ad9d-d351-4387-9fb2-745f0f64f690,Neighbor,"[4]"
1636ad9d-d351-4387-9fb2-745f0f64f690,Kids,"[2]"
1636ad9d-d351-4387-9fb2-745f0f64f690,Kate,"[1, 2, 3, 4, 5]"
1636ad9d-d351-4387-9fb2-745f0f64f690,Husband,"[1]"
accf49c2-1475-4c5c-b6cc-569c8d2bad7b,John,"[1, 2, 3, 4, 5]"
875bea7b-123c-4fb4-a2e5-80b309e4372f,I (myself),"[1]"
875bea7b-123c-4fb4-a2e5-80b309e4372f,My son,"[5]"
875bea7b-123c-4fb4-a2e5-80b309e4372f,My team,"[5]"
586c7c43-3cea-47a1-b79c-549e9f22e8a2,Tom,"[1, 2, 3, 4, 5]"
d5f72d74-35f3-4b98-8679-323c979eca8d,Maddie,"[1, 2, 3, 4, 5]"
d5f72d74-35f3-4b98-8679-323c979eca8d,A puppy,"[1, 2, 5]"
d5f72d74-35f3-4b98-8679-323c979eca8d,Her mom,"[2, 5]"
ec31c877-af89-4ec2-98b8-e14bd5755624,I (myself),"[1]"
ec31c877-af89-4ec2-98b8-e14bd5755624,Adam,"[1, 2, 3, 4, 5]"
70b7cc83-5741-4d50-a48f-a54d18ddc7e8,Friends,"[4]"
70b7cc83-5741-4d50-a48f-a54d18ddc7e8,Researchers,"[2]"
70b7cc83-5741-4d50-a48f-a54d18ddc7e8,Harry,"[1, 2, 4, 5]"
50b415f5-29de-4957-858d-d32110146736,The students,"[4]"
50b415f5-29de-4957-858d-d32110146736,Ben,"[2, 3, 4]"
50b415f5-29de-4957-858d-d32110146736,Nate,"[1, 2, 4, 5]"
84ef2dfc-076b-4639-b938-415ccde92323,I (myself),"[1, 2, 4, 5]"
84ef2dfc-076b-4639-b938-415ccde92323,My wife,"[1, 2, 4, 5]"
33f3598e-86e5-4db5-9d19-c69f014c371b,Therapist,"[5]"
33f3598e-86e5-4db5-9d19-c69f014c371b,Ted,"[1, 2, 3, 4, 5]"
56d00b0d-223e-4202-8c91-67fb9553107e,Co-worker,"[3, 4, 5]"
56d00b0d-223e-4202-8c91-67fb9553107e,Tom,"[1, 3, 5]"
03c058e8-8f36-4f47-83db-df8875b55df6,Frank,"[1, 2, 3, 4, 5]"
8eff7efe-a41f-435a-85dd-b9641124ff44,Evelyn,"[1, 2, 3, 4, 5]"
8eff7efe-a41f-435a-85dd-b9641124ff44,Robert,"[1, 4, 5]"
8eff7efe-a41f-435a-85dd-b9641124ff44,A friend,"[3, 4, 5]"
8eff7efe-a41f-435a-85dd-b9641124ff44,Everyone,"[4, 5]"
f1e3e35a-2b66-447e-82a0-3eaa0f3412ff,The mechanic,"[4]"
e03b2fff-904d-46dd-a033-500ba3f6292b,Max,"[4]"
e03b2fff-904d-46dd-a033-500ba3f6292b,Dean,"[1, 2, 3]"
f7b1c3e3-a4d1-4163-86e4-e86904867110,Kelly,"[1, 2, 3, 4, 5]"
f7b1c3e3-a4d1-4163-86e4-e86904867110,Her friends,"[2, 4]"
b199cba0-22b2-4c32-8b43-2bedf7befe89,Linda,"[1, 2, 3, 4, 5]"
5db40b0d-7b3b-4724-88f0-1c597ac8f3bd,Her cat,"[3]"
5db40b0d-7b3b-4724-88f0-1c597ac8f3bd,Emily,"[1, 2, 3, 5]"
faae9c58-dd2e-43c6-ad3a-cf0b54a7421d,Cousins,"[1, 2, 3, 4, 5]"
faae9c58-dd2e-43c6-ad3a-cf0b54a7421d,Anna,"[1, 3, 5]"
ca81223c-7fe7-450e-b947-dcb7174704a8,Boris,"[1, 2, 3, 4, 5]"
d18785cf-6cad-4820-a593-20bd41c04fab,I (myself),"[1]"
d18785cf-6cad-4820-a593-20bd41c04fab,The school,"[2, 3]"
d18785cf-6cad-4820-a593-20bd41c04fab,D,"[1, 4, 5]"
d18785cf-6cad-4820-a593-20bd41c04fab,Child,"[1, 2, 3, 5]"
e7e79597-11de-4e3b-9173-f6dfbb0ad1f7,Sam,"[1, 2, 3, 4, 5]"
5366f45c-f810-4add-bb4f-96f27aff6401,I (myself),"[1, 2, 4, 5]"
5366f45c-f810-4add-bb4f-96f27aff6401,Somebody,"[5]"
5366f45c-f810-4add-bb4f-96f27aff6401,My parents,"[1]"
a9b4358b-5778-4f2a-815c-ca099e2f97d1,Her boyfriend,"[3, 4, 5]"
a9b4358b-5778-4f2a-815c-ca099e2f97d1,Her boyfriend,"[3, 4]"
a9b4358b-5778-4f2a-815c-ca099e2f97d1,Liz,"[1, 2, 3, 4, 5]"
fb953797-0a96-4b81-b1dd-56ea124499a8,Little brother,"[1, 2, 3, 4, 5]"
fb953797-0a96-4b81-b1dd-56ea124499a8,Ike,"[1, 2, 3, 4, 5]"
0fe31b32-3822-48c9-9003-3ce997e2224d,Man,"[1, 3]"
0fe31b32-3822-48c9-9003-3ce997e2224d,Wife,"[2]"
10ff40da-6262-4919-ac47-450142331934,Martha,"[3, 4, 5]"
0649c3b4-9935-48f9-b547-21ffc9cb6d57,I (myself),"[1]"
0649c3b4-9935-48f9-b547-21ffc9cb6d57,Kids,"[3]"
0649c3b4-9935-48f9-b547-21ffc9cb6d57,My friend,"[1]"
2ea7b74c-596e-4b68-a496-384a2c4b41bc,The team,"[2, 3]"
2ea7b74c-596e-4b68-a496-384a2c4b41bc,Megan,"[1, 4, 5]"
4d13f6b1-058d-4510-98d8-884c828785d4,Bob,"[1, 2, 3, 4, 5]"
4d13f6b1-058d-4510-98d8-884c828785d4,Favorite band,"[2]"
4d13f6b1-058d-4510-98d8-884c828785d4,Lead guitarist,"[3, 5]"
35374830-a5a0-4648-bd50-e638bc994b1d,Sue,"[1]"
35374830-a5a0-4648-bd50-e638bc994b1d,Teacher,"[4]"
71642ec5-8be5-4092-ae13-3f4fec58eb72,I (myself),"[1, 4, 5]"
71642ec5-8be5-4092-ae13-3f4fec58eb72,Harry,"[1, 2, 3, 4, 5]"
bd4613f0-5ddc-4123-90cf-f3279f223ad7,Mike,"[1, 2, 3, 4, 5]"
bd4613f0-5ddc-4123-90cf-f3279f223ad7,The guy,"[4]"
402697ed-1336-4f47-b512-0bd1aa63c29f,I (myself),"[2, 3, 4, 5]"
c663dbcc-c17a-41d4-87cd-4dc3c79b8358,Neighborhoods,"[1]"
c663dbcc-c17a-41d4-87cd-4dc3c79b8358,Family,"[2, 3, 5]"
aa9cf77f-f1b3-47ac-9100-31e1936fffb1,I (myself),"[3, 4]"
aa9cf77f-f1b3-47ac-9100-31e1936fffb1,Husband,"[1, 4, 5]"
00f7ccb1-4bbb-425e-aa47-4ceeb5d44769,Craig,"[1, 2, 3, 4, 5]"
fa5fc0cb-69c5-4a53-b7e4-59f625a08179,Girl,"[2]"
fa5fc0cb-69c5-4a53-b7e4-59f625a08179,Lucy,"[4]"
fa5fc0cb-69c5-4a53-b7e4-59f625a08179,My daughter,"[1]"
fa5fc0cb-69c5-4a53-b7e4-59f625a08179,Theresa,"[3, 5]"
b58afaa5-de31-4b6d-9ddb-87353606d7c6,Jack,"[1, 2, 3, 4, 5]"
cd46e9ac-915f-472d-ae8d-c307b136d607,Cop,"[4]"
cd46e9ac-915f-472d-ae8d-c307b136d607,Jim,"[1, 2, 3, 4, 5]"
95eeb798-3976-4686-8199-90a788fe37bd,I (myself),"[4]"
95eeb798-3976-4686-8199-90a788fe37bd,His son,"[2]"
95eeb798-3976-4686-8199-90a788fe37bd,98 year old neighbor,"[1, 2, 3, 4, 5]"
95eeb798-3976-4686-8199-90a788fe37bd,My friend,"[3]"
16247f06-ac7a-454f-b9c8-6d3096e7196b,Holly,"[1, 2, 3, 4]"
34bb7241-bff1-4b0c-9cf7-5fa34c07417e,I (myself),"[2, 3, 4, 5]"
34bb7241-bff1-4b0c-9cf7-5fa34c07417e,Pretty lady,"[1, 2, 3, 4, 5]"
e74a08b4-ea27-43d3-a0ef-bc2560636c19,I (myself),"[1, 2, 3, 4, 5]"
e74a08b4-ea27-43d3-a0ef-bc2560636c19,Girlfriend,"[2, 3, 4, 5]"
81780a42-9ffd-4166-96fd-8245f852a6df,Nita,"[1, 2, 3, 4, 5]"
81780a42-9ffd-4166-96fd-8245f852a6df,Boss,"[3, 4, 5]"
af7af61c-8ba1-47a7-80f4-cbb55661f5c2,Yvonne,"[1, 2, 3, 4, 5]"
abadec1f-e07a-4077-9c9a-ba0616c5bba5,Kerry,"[1, 2, 3, 4, 5]"
abadec1f-e07a-4077-9c9a-ba0616c5bba5,Wife,"[2, 4, 5]"
83fc0fec-539f-44df-98f3-24f41693a979,Elena,"[1, 2, 3, 4, 5]"
83fc0fec-539f-44df-98f3-24f41693a979,Yany,"[1, 2, 3, 4, 5]"
396ede28-7dbc-4c13-b6f1-55e5c65bf515,Sam,"[1, 2, 3]"
3ad1da43-a610-4d74-8711-db1fe4471ec4,Martin,"[2, 3, 4, 5]"
e4203253-23c6-40fa-8514-77a912a3e676,Colleague,"[3, 4, 5]"
e4203253-23c6-40fa-8514-77a912a3e676,Germaine,"[1, 3, 4, 5]"
1ebd2f81-4f74-4297-b6ba-f779fb83c7da,Devon,"[1, 2, 3, 4, 5]"
1ebd2f81-4f74-4297-b6ba-f779fb83c7da,Boss,"[5]"
937980d3-3daa-4b02-bd78-837916169aa1,Rocco,"[1, 2, 3, 4, 5]"
